job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
9070,Marketing Specialist,Technology,Australia,2022,47.21,37.78,60.89,138160.99,131883.89,-4.54,-7.0,92.47,70.39,3
9071,Data Analyst,Energy,Germany,2023,9.47,9.02,75.6,109773.34,120241.86,9.54,20.89,15.34,97.48,3
9072,Financial Analyst,Education,Canada,2020,27.67,26.41,17.76,129422.66,142205.06,9.88,-5.37,57.51,10.51,3
9073,Marketing Specialist,Finance,Germany,2022,75.0,78.34,30.13,88776.38,119420.72,34.52,5.34,54.76,56.18,3
9074,Accountant,Retail,Singapore,2021,37.53,32.22,66.46,125098.38,128946.54,3.08,4.39,15.63,78.56,4
9075,Data Analyst,Healthcare,Germany,2024,8.83,9.97,67.22,117003.97,105977.73,-9.42,-9.77,46.65,18.06,2
9076,Customer Support Rep,Technology,Singapore,2022,51.68,61.58,48.96,144312.11,167340.1,15.96,10.09,29.57,50.34,2
9077,Customer Support Rep,Education,Germany,2025,86.11,95.12,23.18,70136.57,77814.63,10.95,-4.69,97.14,28.01,3
9078,Marketing Specialist,Energy,Australia,2026,51.18,61.18,15.76,109089.88,107774.98,-1.21,-4.67,32.95,3.17,5
9079,Financial Analyst,Technology,Singapore,2026,77.45,79.56,70.08,104432.99,101680.37,-2.64,2.19,66.38,77.98,2
9080,Financial Analyst,Healthcare,India,2024,52.77,54.26,74.6,59233.0,55683.71,-5.99,20.63,70.66,27.47,4
9081,Software Engineer,Energy,Brazil,2023,9.62,7.81,80.35,53636.31,60438.01,12.68,-1.44,50.52,21.75,3
9082,Truck Driver,Healthcare,Japan,2021,38.63,37.21,56.52,77082.2,88579.91,14.92,-1.02,90.18,35.84,4
9083,Teacher,Manufacturing,USA,2024,57.15,58.99,20.15,111713.32,120550.71,7.91,-1.98,87.93,47.84,4
9084,Truck Driver,Manufacturing,Brazil,2025,28.79,31.52,46.72,41342.31,36274.67,-12.26,-4.89,75.37,42.41,2
9085,Teacher,Transportation,Singapore,2020,51.09,51.12,72.43,116166.1,103458.49,-10.94,3.47,46.71,16.01,5
9086,Truck Driver,Energy,Brazil,2026,92.14,108.73,45.67,33315.35,36065.62,8.26,2.38,35.92,62.2,3
9087,Mechanical Engineer,Technology,USA,2025,22.88,25.85,89.19,103814.36,88849.3,-14.42,19.69,73.64,47.85,3
9088,HR Manager,Education,USA,2023,62.18,73.84,82.24,92079.75,92629.96,0.6,7.67,15.84,73.04,2
9089,Marketing Specialist,Transportation,UK,2024,67.4,57.56,67.93,140510.0,147804.96,5.19,-10.18,34.71,77.44,1
9090,Data Analyst,Technology,Japan,2024,40.65,39.48,2.9,143375.87,163594.72,14.1,4.9,45.27,84.91,2
9091,Accountant,Healthcare,Singapore,2022,21.2,18.93,33.34,40631.44,37730.56,-7.14,-23.49,20.33,42.71,2
9092,Truck Driver,Healthcare,Australia,2022,38.81,44.64,50.93,144235.94,125969.53,-12.66,-7.66,40.48,26.83,4
9093,Customer Support Rep,Technology,Australia,2024,79.9,72.95,28.8,35627.55,36291.23,1.86,-13.61,53.45,8.77,3
9094,Data Analyst,Education,Singapore,2023,37.18,31.43,43.41,40536.51,38229.89,-5.69,6.12,66.56,70.72,1
9095,Data Analyst,Energy,Japan,2022,39.96,39.47,6.08,31362.39,35065.62,11.81,-1.86,68.26,12.53,2
9096,Marketing Specialist,Energy,UK,2022,58.16,59.9,16.67,120636.2,114515.61,-5.07,11.27,67.23,37.81,3
9097,Financial Analyst,Finance,Brazil,2023,14.09,16.13,82.07,68153.1,76327.56,11.99,35.55,25.97,14.57,1
9098,Financial Analyst,Retail,USA,2023,69.1,79.25,72.52,38731.86,36235.32,-6.45,17.12,46.52,86.96,3
9099,Mechanical Engineer,Manufacturing,Brazil,2026,29.61,25.37,82.28,53199.91,54227.09,1.93,13.22,59.98,77.57,1
9100,Mechanical Engineer,Manufacturing,Singapore,2022,11.15,12.11,59.85,92853.68,98152.62,5.71,0.1,32.56,48.98,5
9101,Truck Driver,Healthcare,Singapore,2024,36.07,42.9,19.45,126386.21,115128.05,-8.91,-3.65,47.95,84.58,2
9102,Marketing Specialist,Education,USA,2026,58.13,66.77,4.72,144683.13,147581.86,2.0,1.17,28.65,84.08,4
9103,Software Engineer,Education,India,2026,60.37,61.6,40.29,125204.54,129864.47,3.72,10.84,91.62,62.65,2
9104,Software Engineer,Transportation,Singapore,2023,46.93,48.28,48.82,108583.27,126611.34,16.6,9.39,94.08,37.3,2
9105,Data Analyst,Healthcare,Brazil,2020,28.78,23.2,52.7,45768.11,50036.8,9.33,12.21,75.05,54.66,3
9106,Teacher,Manufacturing,Brazil,2023,47.4,50.17,55.47,120034.91,121091.11,0.88,14.61,19.93,13.1,1
9107,Accountant,Energy,Brazil,2022,36.31,36.26,22.51,84330.02,81058.89,-3.88,-0.45,76.06,98.56,2
9108,Truck Driver,Healthcare,India,2022,38.03,35.59,35.07,56799.13,54691.9,-3.71,2.02,91.68,64.94,5
9109,Accountant,Retail,India,2021,30.33,27.4,58.97,113666.69,104850.56,-7.76,-7.53,36.16,8.77,4
9110,Data Analyst,Energy,Germany,2020,27.06,27.42,65.54,80008.4,80138.25,0.16,5.62,89.79,91.6,4
9111,Customer Support Rep,Technology,Brazil,2022,82.5,74.91,43.13,30046.22,24626.66,-18.04,0.75,20.07,83.86,5
9112,Customer Support Rep,Technology,Singapore,2024,72.14,86.54,49.84,69684.74,66576.41,-4.46,-11.3,37.89,99.08,3
9113,Financial Analyst,Manufacturing,Singapore,2026,22.8,18.41,13.0,136983.88,150826.68,10.11,11.9,38.84,62.27,5
9114,Data Analyst,Transportation,Japan,2021,49.55,46.11,72.45,105559.05,103026.19,-2.4,3.91,31.41,61.95,2
9115,Financial Analyst,Transportation,Singapore,2022,51.93,52.09,25.15,83344.41,86770.68,4.11,-4.01,88.22,46.37,4
9116,Software Engineer,Transportation,Japan,2023,14.91,16.87,31.31,101276.12,103272.34,1.97,1.16,51.46,42.33,3
9117,Mechanical Engineer,Education,Japan,2026,75.44,75.18,1.68,145178.51,145494.58,0.22,2.04,67.02,89.45,2
9118,Mechanical Engineer,Retail,India,2026,57.54,64.71,76.99,55624.18,60969.37,9.61,19.0,31.96,12.83,1
9119,Mechanical Engineer,Energy,Japan,2025,62.61,74.41,73.84,119933.99,113813.52,-5.1,-1.72,62.72,3.14,2
9120,Mechanical Engineer,Technology,Canada,2020,56.75,48.69,41.34,68422.58,69681.68,1.84,-4.19,42.51,4.4,2
9121,Mechanical Engineer,Finance,USA,2025,41.11,42.59,13.04,100199.27,89554.72,-10.62,-3.75,81.59,46.77,5
9122,Mechanical Engineer,Education,Brazil,2023,36.45,41.02,91.03,67810.03,68201.01,0.58,-1.37,74.36,58.78,2
9123,Customer Support Rep,Education,Japan,2024,73.16,77.46,95.6,133910.16,132043.75,-1.39,-5.83,50.93,45.63,3
9124,Mechanical Engineer,Energy,UK,2020,75.15,69.95,61.43,137557.61,127631.3,-7.22,11.54,39.3,31.06,5
9125,Software Engineer,Healthcare,Canada,2020,15.49,16.35,98.28,49993.42,46167.56,-7.65,-4.78,94.38,62.58,1
9126,HR Manager,Finance,Australia,2020,24.89,27.91,92.29,78413.06,74254.23,-5.3,-4.13,29.54,20.14,4
9127,HR Manager,Manufacturing,India,2023,21.96,25.26,8.59,79601.94,72180.97,-9.32,11.49,99.89,4.83,4
9128,Software Engineer,Finance,Singapore,2026,9.55,10.65,97.6,144481.56,143659.7,-0.57,17.12,51.11,0.25,1
9129,Data Analyst,Education,Australia,2025,43.42,46.4,79.07,69114.36,67939.86,-1.7,-5.51,42.61,75.31,4
9130,Teacher,Finance,Germany,2025,26.06,22.29,44.02,105358.75,99009.46,-6.03,1.58,49.52,96.19,3
9131,Software Engineer,Retail,Japan,2025,67.71,73.36,77.72,54421.22,61803.45,13.56,-11.23,77.54,16.66,3
9132,Software Engineer,Technology,USA,2026,32.03,27.71,63.34,122659.46,129050.09,5.21,12.47,24.32,82.84,3
9133,Mechanical Engineer,Retail,USA,2025,33.41,37.9,25.09,87084.39,82923.81,-4.78,5.79,91.33,51.15,5
9134,Marketing Specialist,Healthcare,UK,2025,23.44,20.26,68.65,39807.97,45963.49,15.46,-18.1,30.98,12.92,4
9135,Software Engineer,Transportation,USA,2025,34.35,32.16,14.02,55244.83,49149.36,-11.03,4.13,94.25,77.55,4
9136,HR Manager,Retail,Germany,2022,32.79,29.62,87.43,81231.37,84564.55,4.1,11.14,18.29,81.36,4
9137,Mechanical Engineer,Technology,Germany,2026,47.79,51.19,21.9,30032.47,26888.6,-10.47,-0.63,49.17,9.09,4
9138,Customer Support Rep,Manufacturing,Singapore,2022,87.65,74.29,76.42,142718.94,136847.58,-4.11,-4.43,75.8,71.45,4
9139,Accountant,Healthcare,Canada,2022,12.62,10.45,12.01,98162.62,99355.91,1.22,-1.12,40.82,66.94,3
9140,Financial Analyst,Finance,Japan,2020,64.74,72.29,3.76,143663.44,156542.1,8.96,6.96,65.36,48.41,5
9141,Customer Support Rep,Manufacturing,Australia,2020,76.08,67.54,10.32,40859.79,40935.1,0.18,8.43,23.85,60.79,3
9142,Accountant,Retail,Canada,2025,34.77,32.64,72.78,40878.08,38068.29,-6.87,-9.36,37.69,61.48,5
9143,Teacher,Transportation,Germany,2025,20.82,22.65,92.49,130333.04,146202.04,12.18,-0.26,54.53,26.98,5
9144,Software Engineer,Technology,USA,2022,52.28,46.93,10.96,114554.35,103068.04,-10.03,-5.98,89.3,13.55,3
9145,Customer Support Rep,Technology,Canada,2025,78.54,74.96,89.3,82841.3,70573.54,-14.81,-14.21,85.39,1.05,5
9146,Financial Analyst,Transportation,Japan,2025,59.34,52.34,88.21,75111.2,84603.83,12.64,-4.57,75.02,63.37,2
9147,Mechanical Engineer,Finance,Canada,2020,33.09,34.55,5.43,144621.58,117795.25,-18.55,0.51,87.47,32.42,5
9148,Teacher,Finance,Japan,2020,79.8,85.89,64.96,48222.79,42999.28,-10.83,8.45,80.52,13.84,5
9149,Marketing Specialist,Energy,Germany,2020,35.12,34.79,80.52,105931.22,97077.09,-8.36,13.1,31.35,38.06,4
9150,Software Engineer,Finance,Singapore,2023,5.0,5.66,37.0,38106.44,33074.79,-13.2,18.5,47.24,25.62,5
9151,Financial Analyst,Finance,Germany,2020,59.79,56.35,3.25,35539.46,30182.34,-15.07,13.25,25.17,55.24,2
9152,Financial Analyst,Retail,Singapore,2024,29.49,24.46,19.36,123348.81,131137.58,6.31,5.49,23.65,67.84,1
9153,Accountant,Finance,Australia,2020,59.3,48.7,28.24,143885.78,173990.99,20.92,10.74,97.58,71.64,1
9154,Teacher,Retail,Australia,2022,54.71,63.65,66.09,141854.65,167640.63,18.18,4.4,66.86,55.25,4
9155,Teacher,Healthcare,Australia,2023,32.69,37.97,27.0,49126.73,51051.07,3.92,22.84,33.66,87.03,2
9156,Data Analyst,Healthcare,Australia,2021,20.03,16.54,1.54,140742.6,121874.23,-13.41,0.42,61.04,48.79,4
9157,Data Analyst,Healthcare,Japan,2023,69.99,80.87,27.11,113725.14,95879.32,-15.69,-8.06,43.04,63.93,5
9158,Financial Analyst,Energy,Singapore,2021,47.66,52.52,15.3,81051.25,91294.83,12.64,10.46,44.55,88.36,2
9159,Marketing Specialist,Education,Japan,2026,61.5,64.11,19.83,110412.47,116153.11,5.2,12.55,61.74,71.46,5
9160,HR Manager,Energy,Canada,2022,78.38,63.04,66.39,125159.11,108200.42,-13.55,13.29,84.05,91.33,1
9161,Financial Analyst,Technology,Brazil,2024,57.85,58.1,36.63,69606.81,74656.07,7.25,20.12,24.12,14.11,4
9162,Data Analyst,Energy,Germany,2025,5.0,5.37,31.44,32429.1,35631.59,9.88,0.17,32.29,63.35,2
9163,Data Analyst,Education,Japan,2020,30.78,31.38,59.58,84577.32,85431.72,1.01,-1.6,45.78,19.99,4
9164,Software Engineer,Retail,UK,2023,62.76,68.68,28.41,94674.86,95990.2,1.39,8.39,58.68,98.32,1
9165,HR Manager,Retail,Japan,2020,33.36,30.4,33.96,120103.01,111431.26,-7.22,2.04,67.99,22.3,4
9166,Mechanical Engineer,Technology,Canada,2022,10.29,9.05,81.91,142829.77,124712.43,-12.68,15.84,49.28,19.45,1
9167,Mechanical Engineer,Healthcare,Singapore,2022,71.65,76.4,8.44,74032.04,84537.52,14.19,6.81,92.85,13.27,3
9168,Mechanical Engineer,Healthcare,Singapore,2025,68.42,56.54,24.05,32521.48,31966.49,-1.71,-13.19,53.84,99.53,5
9169,HR Manager,Education,Canada,2020,35.53,32.19,96.32,101103.08,90806.76,-10.18,-5.09,17.77,55.69,5
9170,Data Analyst,Manufacturing,Japan,2024,50.66,50.15,88.44,88075.77,77105.92,-12.46,-2.68,31.9,31.65,1
9171,HR Manager,Energy,Singapore,2021,79.44,75.02,52.46,62961.02,65396.9,3.87,-4.46,59.07,6.78,1
9172,Marketing Specialist,Manufacturing,Brazil,2026,71.8,72.02,33.53,123523.09,122687.47,-0.68,-5.01,59.39,77.51,2
9173,Truck Driver,Manufacturing,Singapore,2022,50.92,58.15,69.77,122529.04,138199.31,12.79,-8.44,88.18,52.51,2
9174,HR Manager,Healthcare,Japan,2025,57.8,50.22,81.59,120895.28,124930.01,3.34,11.18,88.92,16.22,4
9175,Software Engineer,Energy,Canada,2025,56.96,67.27,81.55,103827.35,96375.67,-7.18,8.4,40.6,74.88,1
9176,HR Manager,Transportation,Canada,2026,62.53,54.27,47.01,126877.33,128089.46,0.96,8.64,67.43,46.93,3
9177,Software Engineer,Healthcare,Singapore,2025,37.73,31.68,34.96,90875.24,83220.66,-8.42,-8.52,97.41,0.52,1
9178,Customer Support Rep,Education,Germany,2022,46.19,47.74,27.9,111175.66,121865.42,9.62,-8.96,86.49,65.86,2
9179,Mechanical Engineer,Education,Australia,2023,13.49,15.09,21.28,106175.0,118170.34,11.3,10.46,55.52,37.6,1
9180,Financial Analyst,Manufacturing,UK,2026,46.26,47.11,82.15,54608.52,52463.28,-3.93,15.15,76.95,33.57,4
9181,Accountant,Finance,Germany,2024,59.62,66.76,55.81,104345.35,115005.11,10.22,16.26,75.47,84.97,3
9182,Data Analyst,Education,Australia,2020,15.44,13.67,97.07,132158.48,137868.39,4.32,11.09,96.07,1.32,1
9183,Marketing Specialist,Education,Canada,2021,12.0,12.08,85.6,148957.97,146930.53,-1.36,4.47,27.6,87.7,3
9184,Accountant,Energy,Australia,2020,42.65,48.68,44.39,36406.78,32396.98,-11.01,25.13,54.22,94.9,3
9185,Teacher,Technology,Brazil,2022,42.0,46.98,5.89,87484.67,79256.32,-9.41,7.11,37.2,73.96,5
9186,Accountant,Technology,Japan,2021,22.87,19.47,29.93,133075.4,143097.63,7.53,12.15,39.02,9.89,4
9187,Data Analyst,Healthcare,Singapore,2021,5.0,5.17,70.23,75346.94,61915.25,-17.83,7.33,42.79,72.98,2
9188,HR Manager,Technology,UK,2025,60.28,48.9,94.42,62281.43,62445.55,0.26,14.03,54.93,45.06,5
9189,Customer Support Rep,Energy,Brazil,2020,89.57,79.11,61.16,68133.79,62734.66,-7.92,22.84,69.51,15.76,2
9190,Accountant,Transportation,Japan,2021,37.56,31.66,96.88,55679.09,55655.35,-0.04,5.26,16.44,1.76,4
9191,Customer Support Rep,Manufacturing,UK,2023,66.93,70.0,52.48,37967.9,33549.53,-11.64,-8.91,73.43,41.89,2
9192,Truck Driver,Energy,Singapore,2023,65.11,59.54,72.6,35611.91,37251.25,4.6,-2.43,80.79,78.86,3
9193,Teacher,Education,Brazil,2026,28.95,34.26,1.77,75580.73,73725.11,-2.46,-3.44,15.15,64.5,5
9194,Data Analyst,Retail,Singapore,2024,5.0,5.23,23.41,51497.75,58032.88,12.69,-8.77,62.04,68.05,4
9195,Truck Driver,Retail,UK,2024,89.33,78.73,41.34,61898.47,51854.83,-16.23,11.47,60.22,82.32,3
9196,HR Manager,Manufacturing,India,2021,48.57,55.13,61.14,134435.98,134624.77,0.14,12.74,81.16,46.88,4
9197,Truck Driver,Education,Japan,2021,74.36,60.61,96.69,137320.02,132988.14,-3.15,10.67,35.49,40.26,4
9198,Teacher,Retail,USA,2025,71.61,81.89,28.95,95013.14,115433.03,21.49,1.46,29.25,8.51,3
9199,Customer Support Rep,Transportation,Singapore,2023,26.91,25.63,94.66,112177.72,102756.15,-8.4,-20.54,42.36,18.14,5
9200,Customer Support Rep,Healthcare,USA,2021,78.65,91.44,81.39,35726.42,38417.42,7.53,-11.43,39.45,15.01,1
9201,Teacher,Finance,Germany,2026,47.69,48.1,70.99,149984.06,129759.48,-13.48,15.92,96.07,57.13,1
9202,Truck Driver,Energy,USA,2022,70.2,66.2,45.18,80235.71,78071.08,-2.7,-0.93,15.01,51.68,2
9203,HR Manager,Technology,Germany,2024,29.56,24.52,77.2,40935.39,44603.54,8.96,-2.54,56.04,81.71,5
9204,Customer Support Rep,Manufacturing,Germany,2020,54.01,60.82,53.82,40554.46,50952.23,25.64,-8.65,65.09,92.79,3
9205,Data Analyst,Technology,India,2023,12.85,13.39,75.2,136794.6,116500.28,-14.84,6.31,83.59,90.5,4
9206,HR Manager,Technology,UK,2021,17.45,15.56,87.15,88129.87,92167.48,4.58,-5.43,51.25,96.8,4
9207,Accountant,Technology,India,2026,25.59,24.18,16.62,35967.9,38870.49,8.07,-0.7,34.05,69.63,5
9208,Customer Support Rep,Education,Germany,2020,61.82,62.31,78.15,104132.14,99410.8,-4.53,-0.52,58.94,84.53,1
9209,Mechanical Engineer,Retail,Germany,2024,20.66,17.41,51.75,52638.11,46206.41,-12.22,3.15,71.3,63.01,4
9210,Financial Analyst,Finance,Australia,2023,66.49,68.18,18.94,36397.77,34723.68,-4.6,22.01,30.0,25.18,2
9211,HR Manager,Finance,Australia,2024,20.43,18.66,79.2,104479.21,104641.24,0.16,8.11,56.93,19.14,1
9212,Software Engineer,Transportation,Singapore,2020,41.05,42.83,20.65,40555.93,36115.96,-10.95,0.62,55.29,52.61,5
9213,Teacher,Healthcare,Germany,2025,52.57,54.73,67.49,57654.59,58734.39,1.87,22.42,49.36,64.79,4
9214,Mechanical Engineer,Technology,Canada,2023,45.09,45.55,2.32,126244.42,134226.81,6.32,-21.52,45.09,55.15,1
9215,Accountant,Transportation,UK,2026,13.78,13.14,66.87,142613.53,150984.09,5.87,17.46,48.09,12.31,2
9216,HR Manager,Energy,Brazil,2025,27.56,25.03,42.79,103180.92,94698.48,-8.22,26.94,34.72,5.65,5
9217,Accountant,Healthcare,Australia,2020,79.22,93.15,18.29,102647.5,93182.69,-9.22,-1.17,71.6,78.62,5
9218,Accountant,Transportation,India,2026,38.46,31.68,40.15,93863.28,96700.28,3.02,12.58,73.94,20.26,2
9219,Mechanical Engineer,Technology,Singapore,2021,60.42,60.46,82.04,55964.33,47737.73,-14.7,5.75,35.73,83.22,1
9220,Software Engineer,Retail,USA,2020,48.15,52.55,6.85,117450.79,81229.23,-30.84,-1.49,47.14,85.18,3
9221,Truck Driver,Energy,USA,2023,37.42,42.12,92.83,50188.66,43027.4,-14.27,12.48,48.67,17.04,2
9222,Marketing Specialist,Finance,USA,2024,18.41,19.92,57.98,97628.87,89725.25,-8.1,-2.7,99.08,62.88,5
9223,Truck Driver,Education,UK,2026,82.36,78.36,84.37,116685.69,132033.66,13.15,-4.06,93.31,21.37,4
9224,Financial Analyst,Transportation,Singapore,2022,48.33,57.36,82.14,104434.94,102850.6,-1.52,-1.97,68.57,40.97,1
9225,Financial Analyst,Manufacturing,Singapore,2024,79.8,87.88,18.71,88846.36,101133.74,13.83,-12.1,50.19,23.79,1
9226,Teacher,Healthcare,India,2022,60.71,51.15,53.21,67219.2,75812.56,12.78,-4.82,21.56,32.46,1
9227,Truck Driver,Manufacturing,Japan,2021,73.71,59.88,31.1,30990.68,31983.57,3.2,-5.75,51.1,15.6,1
9228,Financial Analyst,Energy,India,2022,15.46,12.72,8.54,41529.22,42928.88,3.37,6.5,87.04,26.59,2
9229,Marketing Specialist,Technology,Germany,2024,24.3,19.91,15.6,98132.56,71873.66,-26.76,10.22,23.3,41.86,1
9230,Marketing Specialist,Healthcare,USA,2020,51.64,53.61,55.75,128882.26,88099.29,-31.64,16.75,37.52,18.02,3
9231,Teacher,Healthcare,Singapore,2026,10.1,9.38,63.31,97067.7,112026.61,15.41,6.73,30.96,67.85,1
9232,Truck Driver,Technology,UK,2025,67.5,63.15,21.85,97522.78,97054.69,-0.48,11.17,73.9,80.32,3
9233,Truck Driver,Retail,Brazil,2026,35.61,29.13,12.85,70914.35,71744.9,1.17,13.02,19.21,15.27,3
9234,Truck Driver,Healthcare,India,2021,73.25,76.43,16.75,138519.73,139004.61,0.35,-6.1,57.55,87.05,2
9235,Truck Driver,Manufacturing,Brazil,2020,26.55,22.69,17.07,37545.77,32729.77,-12.83,11.24,61.9,78.26,3
9236,Accountant,Healthcare,Germany,2021,38.6,42.75,77.79,61610.77,59437.43,-3.53,17.05,85.52,54.75,2
9237,Marketing Specialist,Energy,UK,2026,23.82,25.84,55.82,72216.63,76297.95,5.65,-5.18,75.52,63.09,3
9238,HR Manager,Technology,India,2022,33.61,32.81,70.96,109182.61,101169.86,-7.34,12.74,10.4,26.64,5
9239,Customer Support Rep,Retail,Japan,2026,49.35,58.44,21.77,129168.52,114942.67,-11.01,9.06,46.32,51.02,3
9240,HR Manager,Manufacturing,India,2024,34.09,30.36,25.29,100224.69,97021.26,-3.2,24.38,94.76,72.86,5
9241,Teacher,Retail,Australia,2024,72.42,71.72,1.49,101048.46,102586.34,1.52,18.26,61.11,97.5,3
9242,Truck Driver,Technology,USA,2023,50.63,56.74,50.51,85645.32,89380.16,4.36,-1.22,84.1,43.09,5
9243,Accountant,Retail,Singapore,2021,63.45,65.51,25.76,140845.86,150814.88,7.08,8.68,35.33,91.64,4
9244,Teacher,Manufacturing,Japan,2026,35.53,28.56,7.5,40720.62,38391.5,-5.72,-0.34,15.21,89.54,3
9245,Mechanical Engineer,Education,USA,2022,67.98,75.13,47.91,81017.78,68131.41,-15.91,0.02,64.74,5.91,3
9246,Financial Analyst,Manufacturing,Brazil,2023,56.11,56.43,81.65,146729.03,152200.15,3.73,11.39,48.95,21.45,3
9247,Software Engineer,Technology,Japan,2025,46.54,40.99,2.03,98787.96,108236.47,9.56,2.31,68.12,64.73,4
9248,Software Engineer,Technology,Germany,2020,55.15,51.53,95.82,56558.58,57195.92,1.13,1.06,77.45,95.38,4
9249,Accountant,Finance,India,2026,27.6,28.28,77.31,47802.66,46395.71,-2.94,15.78,67.58,4.2,2
9250,Mechanical Engineer,Technology,Canada,2021,25.61,25.38,28.92,144941.19,150628.39,3.92,8.17,51.97,47.36,2
9251,Customer Support Rep,Finance,Australia,2025,81.36,77.7,48.08,93430.77,108618.88,16.26,16.62,71.27,44.4,4
9252,Marketing Specialist,Transportation,Canada,2020,30.66,35.81,82.67,30412.49,24997.7,-17.8,6.02,67.85,50.26,1
9253,Software Engineer,Finance,Canada,2023,5.0,5.46,27.54,61228.38,58101.65,-5.11,31.56,70.82,34.54,1
9254,Data Analyst,Manufacturing,Germany,2022,39.86,35.87,6.3,97361.2,104350.25,7.18,-3.0,50.67,25.04,2
9255,Software Engineer,Transportation,UK,2021,42.58,36.05,76.14,84261.35,81571.87,-3.19,7.76,44.43,18.0,4
9256,Software Engineer,Manufacturing,India,2023,5.0,5.91,72.66,69072.63,63839.89,-7.58,-1.5,13.87,10.27,3
9257,Accountant,Transportation,Singapore,2026,17.2,18.35,59.47,98183.21,89371.86,-8.97,13.46,40.82,12.67,2
9258,Customer Support Rep,Finance,Singapore,2020,66.14,77.59,86.31,96599.86,107142.41,10.91,5.51,55.06,4.79,3
9259,Software Engineer,Healthcare,Germany,2020,65.43,55.27,70.42,58555.07,57452.78,-1.88,-6.06,54.7,81.89,1
9260,Data Analyst,Energy,India,2025,53.37,49.7,38.49,99200.44,110185.62,11.07,6.58,52.52,89.35,4
9261,Data Analyst,Retail,Australia,2023,14.36,16.47,30.43,124710.92,137508.79,10.26,6.79,30.81,70.15,3
9262,Software Engineer,Education,India,2024,59.43,66.0,56.6,111047.9,104516.77,-5.88,-1.3,34.06,82.8,5
9263,Mechanical Engineer,Technology,Brazil,2020,21.72,19.97,92.04,120628.25,116693.89,-3.26,21.95,73.21,56.57,5
9264,Software Engineer,Technology,Australia,2023,5.0,5.16,45.22,43675.53,46965.44,7.53,2.03,82.33,91.39,4
9265,Customer Support Rep,Education,UK,2026,75.2,79.18,13.92,42865.16,39407.3,-8.07,-5.99,64.63,87.73,4
9266,Customer Support Rep,Education,Australia,2020,87.35,93.72,57.39,59326.63,60397.31,1.8,9.62,58.01,10.4,4
9267,Teacher,Manufacturing,Australia,2021,67.81,63.72,90.06,50209.78,49774.14,-0.87,-1.0,17.05,6.18,3
9268,Data Analyst,Manufacturing,USA,2021,49.96,45.11,63.89,98499.92,95327.61,-3.22,-5.13,15.95,42.17,2
9269,Financial Analyst,Transportation,Japan,2020,22.77,19.09,31.7,30410.31,28497.17,-6.29,9.74,66.33,83.26,1
9270,Teacher,Transportation,Australia,2025,74.21,75.92,78.83,84572.61,109936.77,29.99,-1.3,70.31,66.99,4
9271,Software Engineer,Healthcare,Canada,2024,54.98,57.55,88.26,115108.33,116051.71,0.82,6.4,76.48,86.04,2
9272,Customer Support Rep,Education,Japan,2023,70.91,61.82,8.3,67899.14,74484.91,9.7,-4.34,22.77,40.89,4
9273,HR Manager,Finance,Canada,2024,18.15,14.54,61.32,87717.83,81008.88,-7.65,3.49,62.94,78.0,1
9274,Mechanical Engineer,Energy,India,2023,14.71,14.2,31.16,137025.2,166823.87,21.75,2.17,63.38,67.92,3
9275,Customer Support Rep,Healthcare,UK,2025,54.84,63.72,27.04,41292.1,45608.99,10.45,10.24,47.93,38.62,4
9276,Marketing Specialist,Energy,Australia,2021,76.44,72.98,7.85,66939.54,60351.43,-9.84,14.13,77.12,51.46,4
9277,Data Analyst,Education,Brazil,2023,44.56,39.98,16.81,37597.02,39656.12,5.48,13.47,36.4,83.69,5
9278,Marketing Specialist,Finance,Singapore,2026,68.36,58.45,71.37,65073.83,48971.28,-24.75,-6.62,64.02,34.71,5
9279,Customer Support Rep,Finance,Japan,2020,30.13,32.21,96.06,110144.13,96490.49,-12.4,6.46,66.27,61.11,3
9280,Data Analyst,Finance,India,2022,43.31,50.11,71.63,124007.98,110070.05,-11.24,-4.14,28.61,77.84,2
9281,HR Manager,Finance,UK,2022,58.9,55.18,14.11,131600.08,115769.38,-12.03,0.51,23.0,91.97,5
9282,HR Manager,Education,Canada,2023,19.11,18.04,63.22,78969.16,90099.09,14.09,3.95,99.93,46.72,4
9283,Customer Support Rep,Finance,Germany,2023,51.52,49.6,36.91,86852.56,82919.94,-4.53,-15.21,95.09,28.62,1
9284,Truck Driver,Retail,India,2024,70.63,70.26,73.24,86675.05,89242.82,2.96,25.13,84.8,97.62,1
9285,Teacher,Transportation,Australia,2022,38.66,36.39,75.36,84552.66,82531.38,-2.39,-1.8,82.78,70.67,3
9286,Software Engineer,Education,Japan,2025,60.4,51.86,24.39,55768.23,65220.58,16.95,17.49,65.7,69.17,1
9287,Customer Support Rep,Retail,USA,2020,58.87,49.07,70.12,63732.58,60268.81,-5.43,-12.12,87.52,53.65,1
9288,Truck Driver,Transportation,India,2023,58.04,50.87,95.93,139021.91,131312.73,-5.55,14.91,60.55,38.88,1
9289,Teacher,Finance,Germany,2025,38.2,31.67,14.0,145340.25,157819.22,8.59,19.79,15.67,53.09,1
9290,Data Analyst,Finance,UK,2023,5.0,4.13,5.12,60652.95,57429.24,-5.32,16.66,67.56,12.48,2
